;name;SMILES;category;genotoxicity;carcinogenicity;mutagenicity
3496;Beauvericin F;CC(C)C[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O;beauvericins;0;1;0
3497;Beauvericin D;CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)NC1=O;beauvericins;0;0;1
3498;Beauvericin A;CCC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O;beauvericins;0;1;1
3499;Beauvericin;CC(C)[C@H]1OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)N(C)C1=O;beauvericins;0;1;1
3500;Gliotoxin G;CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SSSS3;ETPs;1;0;0
3501;C-2-Mycophenolic acid methyl ester;COC(=O)Cc1c(O)c2c(c(C)c1OC)COC2=O;mycophenolic acids;1;1;0
3502;Wortmannin from Penicillium funiculosum;COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)C2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O;wortmannins;1;1;1
3503;helvolic acid;CC(=O)O[C@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@]2(C)C(=O)[C@@H](OC(C)=O)[C@H]2[C@H](C)C(=O)C=C[C@@]23C)/C1=C(\CCC=C(C)C)C(=O)O;triterpenoids;1;0;0
3504;alpha-zearalanol;C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1;zearalenones;1;1;0
3505;N-Benzoyl-(2R,3S)-3-phenylisoserine;O=C(N[C@@H](c1ccccc1)[C@@H](O)C(=O)O)c1ccccc1;not classified;1;0;0
3506;fumonisin b2;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
3507;fumonisin b1;CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O;fumonisins;1;0;0
3508;AFLATOXIN G2;COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1CCO[C@@H]1O2;aflatoxins;1;1;1
3509;AFLATOXIN G1;COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1C=CO[C@@H]1O2;aflatoxins;1;1;1
3510;AFLATOXIN G1;COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1C=CO[C@@H]1O2;aflatoxins;1;1;1
3511;AFLATOXIN B2;COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1CCO[C@@H]1O2;aflatoxins;1;1;1
3512;cis-Methyl isoeugenol;C/C=C\c1ccc(OC)c(OC)c1;phenols;1;1;0
3513;cis-resveratrol;Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1;resveratrols;1;1;1
3514;penicillic acid;C=C(C)C(=O)/C(=C/C(=O)O)OC;penicillins;1;1;0
3515;(+)-Agroclavine;CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1;ergot alkaloids;1;1;1
3516;3-Furanacetic acid;O=C(O)Cc1ccoc1;furans;0;0;1
3517;3-Methylorsellinic acid;Cc1cc(O)c(C)c(O)c1C(=O)O;benzene derivatives;1;1;0
3518;Desoxyverrucarin E;CC(=O)c1c[nH]cc1C;trichothecenes;1;1;0
3519;brefeldin A;C[C@H]1CCCC=CC2C[C@H](O)CC2[C@H](O)C=CC(=O)O1;brefeldins;1;0;0
3520;Aristolochene;C=C(C)[C@H]1CC=C2CCC[C@H](C)[C@@]2(C)C1;naphthalenes;1;0;1
3521;(-)-Abscisic acid;CC1=CC(=O)CC(C)(C)[C@]1(O)/C=C/C(C)=C\C(=O)O;abscisic acids;1;1;0
3522;Schweinfurthin D;COc1cc(/C=C/c2cc(O)c(C/C=C(\C)CCCC(C)(C)O)c(O)c2)cc2c1O[C@]1(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@H]1C2;schweinfurthins;1;0;0
3523;Schweinfurthin B;COc1cc(/C=C/c2cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c2)cc2c1O[C@]1(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@H]1C2;schweinfurthins;1;0;0
3524;Schweinfurthin A;CC(C)=CCC/C(C)=C/Cc1c(O)cc(/C=C/c2cc(O)c3c(c2)C[C@@H]2C(C)(C)[C@H](O)[C@H](O)C[C@@]2(C)O3)cc1O;schweinfurthins;1;0;0
3525;Daldinin E;C/C=C/C=C(\C)C(=O)O[C@@H]1C2=CC(=O)[C@](C)(OC(C)=O)C(=O)C2=CO[C@@]12O[C@@H](C)CC[C@H]2O;trichothecenes;1;1;1
3526;Caulindole A;CC1=C[C@@H](c2ccc3[nH]ccc3c2)[C@](C)(/C=C/c2ccc3[nH]ccc3c2)CC1;asterriquinones;1;1;1
3527;Curvularin;C[C@@H]1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1;zearalenones;1;1;1
3528;versicolorin A;O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2C=CO[C@@H]2O1;versicolorins;1;1;1
3529;averufin;C[C@]12CCC[C@H](O1)c1c(cc3c(c1O)C(=O)c1c(O)cc(O)cc1C3=O)O2;averufins;1;1;1
3530;Asperpyrone A;COc1cc(OC)c2c(O)c3c(=O)cc(C)oc3c(-c3c(OC)c4c(cc(O)c5c(O)cc(C)oc54)cc3=O)c2c1;asperpyrones;1;1;1
3531;Clicoemodin;Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)cc(O)c1C2=O;emodins;1;0;1
3532;3-Acetyl-7,15-bis(heptafluorobutyryl)deoxynivalenol;CC(=O)OC1CC2(C)C3(CO3)C1OC1C=C(C)C(=O)C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C12COC(=O)C(F)(F)C(F)(F)C(F)(F)F;trichothecenes;1;1;1
3533;Aloe emodin, 3TMS derivative;C[Si](C)(C)OCc1cc(O[Si](C)(C)C)c2c(c1)C(=O)c1cccc(O[Si](C)(C)C)c1C2=O;emodins;0;0;1
3534;15-Acetyl-3,7-bis(heptafluorobutyryl)deoxynivalenol;CC(=O)OCC12C(C=C(C)C(=O)C1OC(=O)C(F)(F)C(F)(F)C(F)(F)F)OC1C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)CC2(C)C12CO2;trichothecenes;0;1;1
3535;eburicol;C=C(CCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3)C(C)C;terpenoids;1;1;1
3536;Usnic acid monoacetate;CC(=O)Oc1c(C)c(O)c(C(C)=O)c2c1C1(C)C(=O)C(C(C)=O)C(=O)C=C1O2;usnic acids&ustins;1;1;1
3537;Sterigmatocystin + BSTFA;COc1cc2c(c3oc4cccc(O[Si](C)(C)C)c4c(=O)c13)C1C=COC1O2;sterigmatocystins;0;1;1
3538;Ergosta-7,24(28)-dien-3-ol, 4-methyl-, acetate, (3.beta.,4.alpha.)-;C=C(CCC(C)C1CCC2C3=CCC4C(C)C(OC(C)=O)CCC4(C)C3CCC21C)C(C)C;triterpenoids;0;0;0
3539;Aflatoxin R0;COc1cc2c(c3oc(=O)c4c(c13)CCC4O)C1C=COC1O2;aflatoxins;1;1;1
3540;3,15-Diacetyl-7-(heptafluorobutyryl)deoxynivalenol;CC(=O)OCC12C(C=C(C)C(=O)C1OC(=O)C(F)(F)C(F)(F)C(F)(F)F)OC1C(OC(C)=O)CC2(C)C12CO2;trichothecenes;1;0;0
3541;Aflatoxin D1;COc1cc2c(c(O)c1C1=CC(=O)CC1)C1C=COC1O2;aflatoxins;1;1;1
3542;6-Bromo-5,8-dihydroxy-1,4-naphthalenedione;O=C1C=C(Br)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;1;1
3543;Gibberellin A4;C=C1CC23CC1CCC2C12CCC(O)C(C)(C(=O)O1)C2C3C(=O)O;gibberellins;0;0;0
3544;Dihydrogeodin;COC(=O)c1cc(O)cc(OC)c1C(=O)c1c(O)c(Cl)c(C)c(Cl)c1O;griseofulvins;1;1;1
3545;O-Trimethylsilylergometrinine;CC(CO[Si](C)(C)C)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1;ergot alkaloids;0;1;1
3546;Ochratoxin B ethyl ester;CCOC(=O)C(Cc1ccccc1)NC(=O)c1ccc2c(c1O)C(=O)OC(C)C2;ochratoxins;1;0;1
3547;T2 Triol;CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1OC(=O)CC(C)C)C31CO1;trichothecenes;1;0;1
3548;8,11-Bis(heptafluorobutyryl)culmorin;CC1(C)CCCC2(C)C3C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)CC2(C)C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C31;culmorins;0;1;1
3549;drimane;CC1CCC2C(C)(C)CCCC2(C)C1C;naphthalenes;0;0;1
3550;Toxin T2 tetrol;CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1;trichothecenes;1;0;1
3551;10-.alpha.-Methoxydihydrolysergol;COC12CC(CO)CN(C)C1Cc1c[nH]c3cccc2c13;ergot alkaloids;1;0;1
3552;Puberulic acid;O=C(O)c1cc(O)c(O)c(O)c(=O)c1;phenols;1;0;0
3553;15-Desacetylcalonectrin;CC(=O)OC1CC2(C)C3(CO)CCC(C)=CC3OC1C21CO1;trichothecenes;1;1;0
3554;3,4-Bis(heptafluorobutyryl)-T-2 toxin;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)C2(C)C12CO2;culmorins;0;1;1
3555;t-2 Toxin trifluoroacetate;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(OC(=O)C(F)(F)F)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;1;1
3556;t-2 Toxin t-butyldimethylsilyl ether;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O[Si](C)(C)C(C)(C)C)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;0;0
3557;3,15-Diacetyldeoxynivalenol;CC(=O)OCC12C(C=C(C)C(=O)C1O)OC1C(OC(C)=O)CC2(C)C12CO2;trichothecenes;1;1;0
3558;7-Acetyldeoxynivalenol;CC(=O)OC1C(=O)C(C)=CC2OC3C(O)CC(C)(C34CO4)C21CO;trichothecenes;1;1;0
3559;Deoxynivalenol tris(trifluoroacetate);CC1=CC2OC3C(OC(=O)C(F)(F)F)CC(C)(C34CO4)C2(COC(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)C1=O;trichothecenes;0;1;1
3560;7alpha,8alpha-Dihydroxycalonectrin;CC(=O)OCC12C(C=C(C)C(O)C1O)OC1C(OC(C)=O)CC2(C)C12CO2;trichothecenes;1;1;0
3561;Patulin, TMS derivative;C[Si](C)(C)OC1OCC=C2OC(=O)C=C21;patulins;0;1;1
3562;Altenuene, 3TMS derivative;COc1cc(O[Si](C)(C)C)c2c(c1)C1=CC(O[Si](C)(C)C)C(O[Si](C)(C)C)CC1(C)OC2=O;altenuenes;0;0;0
3563;N,O-Bis-(trimethylsilyl)-ergometrinine;CC(CO[Si](C)(C)C)NC(=O)C1C=C2c3cccc4c3c(cn4[Si](C)(C)C)CC2N(C)C1;ergot alkaloids;0;0;1
3564;T-2 Toxin, TMS;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O[Si](C)(C)C)C(OC(C)=O)C2(C)C12CO2;trichothecenes;0;0;0
3565;Penicillic acid trifluoroacetate;C=C(C)C1(OC(=O)C(F)(F)F)OC(=O)C=C1OC;penicillins;0;0;0
3566;t-2 Tetraol tetrakis(trifluoroacetate);CC1=CC2OC3C(OC(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)C(C)(C2(COC(=O)C(F)(F)F)CC1OC(=O)C(F)(F)F)C31CO1;trichothecenes;0;1;1
3567;Acetyl-T2 Toxin;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(OC(C)=O)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;0;0
3568;Erdin;COC1=CC(=O)C=C(C(=O)O)C12Oc1c(Cl)c(C)c(Cl)c(O)c1C2=O;griseofulvins;1;1;1
3569;Gibberellic acid, methyl ester;C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)OC;gibberellins;1;1;0
3570;Rubratoxin B triacetate;CCCCCCC(OC(C)=O)C1C2=C(CC(C(OC(C)=O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1OC(C)=O)C(=O)OC2=O;rubratoxins;0;1;1
3571;Calonectrin;CC(=O)OCC12CCC(C)=CC1OC1C(OC(C)=O)CC2(C)C12CO2;trichothecenes;1;1;0
3572;15-Acetyl-4-deoxynivalenol;CC(=O)OCC12C(C=C(C)C(=O)C1O)OC1C(O)CC2(C)C12CO2;trichothecenes;1;1;0
3573;T-2 TOXIN;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;1;0
3574;Cyclo(Pro-Pro);O=C1C2CCCN2C(=O)C2CCCN12;peptides;1;1;0
3575;3-Methyl-1,8-bis[(trimethylsilyl)oxy]anthra-9,10-quinone;Cc1cc(O[Si](C)(C)C)c2c(c1)C(=O)c1cccc(O[Si](C)(C)C)c1C2=O;emodins&rubrofusarins;0;1;1
3576;Chrysophanol-9-anthrone, TMS;Cc1cc2c(c(O[Si](C)(C)C)c1)C(=O)c1c(cccc1O[Si](C)(C)C)C2;chrysophanols;0;0;0
3577;HT-2 Toxin;CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2;trichothecenes;1;1;1
3578;Fusarenone X;CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1;trichothecenes;1;0;0
3579;(2R,5S)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)-2,5-dihydrofuran-3-carbonitrile;N#CC1=C[C@@H](n2cnc3c(N)ncnc32)O[C@H]1CO;nucleotides;0;0;0
3580;26-Methylamino carbonyl-29-(2-admantyl)methyleremomycin aglycone hexapeptide;CNC(=O)[C@H]1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](N)[C@H](O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O)Oc3ccc(cc3)[C@H]2O)c2ccc(O)c(c2)-c2c1cc(O)c(CC1C3CC4CC(C3)CC1C4)c2O;peptides;1;0;0
3581;29-(2-Admantyl)methyleremomycin aglycone hexapeptide;NC(=O)C[C@@H]1NC(=O)[C@H](N)[C@H](O)c2ccc(c(Cl)c2)Oc2cc3cc(c2O)Oc2ccc(cc2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC1=O)c1ccc(O)c(c1)-c1c(cc(O)c(CC3C4CC5CC(C4)CC3C5)c1O)[C@@H](C(=O)O)NC2=O;peptides;1;0;0
3582;Rubrofusarin gentiobioside;COc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(=O)cc(C)oc3cc2c1;rubrofusarins;1;0;1
3583;Andrastin A;COC(=O)C12C(=O)C(C)C(=O)[C@@]1(C)C(C)=C[C@H]1C2(C)CCC2C(C)(C)C(OC(C)=O)CC[C@@]21C=O;andrastins;0;1;1
3584;Hopeaphenol;Oc1ccc(C2Oc3cc(O)cc4c3C2c2cc(O)cc(O)c2C(c2ccc(O)cc2)C4C2c3cc(O)cc4c3C(c3cc(O)cc(O)c3C2c2ccc(O)cc2)C(c2ccc(O)cc2)O4)cc1;phenols;1;1;1
3585;Rugulosuvine B ;C=CC(C)(C)C12CC3C(=O)NC(Cc4ccccc4)C(=O)N3C1N(C(C)=O)c1ccccc12;roquefortines;1;1;0
3586;Dihydroxyaflavinine;CC(CO)C1=C(c2c[nH]c3ccccc23)C2C(C)CC(O)C3(C)C(C)CCC(O)C23CC1;aflavinines;1;1;1
3587;Acetylpatulin;CC(=O)OC1OCC=C2OC(=O)C=C21;patulins;1;1;0
3588;Cordycepin-trimer 2'-(2,3-di-O-hexadecylglyceryl succinate);CCCCCCCCCCCCCCCCOCC(COC(=O)CCC(=O)OC1CC(COP(=O)(O)OC2CC(COP(=O)(O)OC3CC(CO)OC3n3cnc4c(N)ncnc43)OC2n2cnc3c(N)ncnc32)OC1n1cnc2c(N)ncnc21)OCCCCCCCCCCCCCCCC;cordycepins;1;1;0
3589;Cordycepin-trimer 2'-(2,3-di-O-palmitoylglyceryl succinate);CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC(=O)OC1CC(COP(=O)(O)OC2CC(COP(=O)(O)OC3CC(CO)OC3n3cnc4c(N)ncnc43)OC2n2cnc3c(N)ncnc32)OC1n1cnc2c(N)ncnc21)OC(=O)CCCCCCCCCCCCCCC;cordycepins;1;1;0
3590;Apicidin A;CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H](C(C)CC)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O;apicidins;1;0;0
3591;3-methoxyviridicatin;COc1c(-c2ccccc2)c2ccccc2[nH]c1=O;viridicatins;1;0;0
3592;Isocochliodinol;CC(C)=CCc1ccc2c(C3=C(O)C(=O)C(c4c[nH]c5cc(CC=C(C)C)ccc45)=C(O)C3=O)c[nH]c2c1;asterriquinones;1;1;1
3593;apicidin;CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H](C(C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O;apicidins;0;1;0
3594;Aphidicolin glycinate;C[C@]1(CO)[C@@H](O)CC[C@]2(C)[C@@H]1CC[C@@H]1C[C@H]3C[C@]12CC[C@@]3(O)COC(=O)CN;aphidicolins;1;0;0
3595;Penicillin G, ET(NH)2 piperid deriv.;CC1(C)S[C@H](C(NC(=O)Cc2ccccc2)C(=O)NCCN2CCCCC2)N[C@H]1C(=O)NCCNC(=O)[C@@H]1N[C@@H](C(NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C;penicillins;1;0;0
3596;aphidicolin;C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO;aphidicolins;1;1;0
3597;Alcohol-I from Fumagillin;CO[C@H]1[C@@H](O)CC[C@@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C;fumagillins;1;0;1
3598;Dactinomycin;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O;actinomycins;1;1;1
3599;Dactinomycin;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O;actinomycins;1;1;1
3600;Phosmidosine;COP(=O)(NC(=O)[C@@H]1CCCN1)OC[C@H]1O[C@@H](n2c(=O)[nH]c3c(N)ncnc32)[C@H](O)[C@@H]1O;phomopsins;1;0;0
3601;Cordycepin, adenosine, cordycepin;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)OC3CC(CO)OC3n3cnc4c(N)ncnc43)OC2n2cnc3c(N)ncnc32)CC1O;cordycepins;1;0;0
3602;Cordycepin, cordycepin, adenosine;Nc1ncnc2c1ncn2C1OC(CO)CC1OP(=O)(O)OCC1CC(OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(n2cnc3c(N)ncnc32)O1;cordycepins;1;1;0
3603;Demethyl asterriquinone D;O=C1C(O)=C(c2c[nH]c3ccccc23)C(=O)C(O)=C1c1c[nH]c2ccccc12;asterriquinones;1;1;1
3604;Asterriquinone C1;C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c[nH]c3ccccc23)=C(O)C1=O;asterriquinones;1;1;1
3605;Triterpenoid;CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(COS(=O)(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1;terpenoids;0;0;0
3606;Mevinic acid;CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21;lovastatins;1;0;0
3607;resveratrol;Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1;resveratrols;1;1;1
3608;Cyclo(L-Phe-L-Pro);O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]12;peptides;1;0;0
3609;Zinnimidine;COc1c(C)c(OCC=C(C)C)cc2c1CNC2=O;alkaloids;1;1;0
3610;cichorine;COc1c(C)c(O)cc2c1CNC2=O;flavones;1;1;0
3611;Physcion diglucoside;COc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O;physcions;1;0;1
3612;Pulmatin;Cc1cc(O)c2c(c1)C(=O)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O;emodins&rubrofusarins;1;0;1
3613;(+)-Usnic acid;CC(=O)C1=C(O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3[C@]2(C)C1=O;usnic acids&ustins;1;1;1
3614;OCHRATOXIN A;C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1;ochratoxins;1;0;0
3615;Vomitoxin;CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@@](C)([C@@]34CO4)[C@@]2(CO)[C@H](O)C1=O;trichothecenes;1;0;1
3616;Trichodermin;CC(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)CC[C@]3(C)[C@]1(C)[C@@]21CO1;trichothecenes;1;1;0
3617;T-2 TOXIN;CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)C)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@@]12CO2;trichothecenes;1;1;0
3618;LYSERGAMIDE;CN1C[C@H](C(N)=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21;ergot alkaloids;0;1;0
3619;Pharmakon1600-01503908;CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O;taxols;1;0;0
3620;griseofulvin;COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O;griseofulvins;1;1;1
3621;NIVALENOL;CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@](C)([C@@]34CO4)[C@@]2(CO)[C@H](O)C1=O;trichothecenes;1;0;1
3622;PR Toxin;CC(=O)O[C@H]1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)O[C@]3(C)C=O;terpenoids;1;1;1
3623;ELYMOCLAVINE;CN1CC(CO)=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21;ergot alkaloids;1;0;1
3624;Gibberellins;C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)C(C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O;gibberellins;0;0;0
3625;2-(N-pyrrolidine)naphthazarin;O=C1C=C(N2CCCC2)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;1;1
3626;2-[1-(4-(4'-Acetophenone)piperazino)]-naphthazarin;CC(=O)c1ccc(N2CCN(C3=CC(=O)c4c(O)ccc(O)c4C3=O)CC2)cc1;naphthazarins;1;1;1
3627;2-Chloro-3-[1-(4-(2-pyrimidyl)piperazine)]-naphthazarin;O=C1C=CC(=O)c2c(O)c(N3CCN(c4ncccn4)CC3)c(Cl)c(O)c21;naphthazarins;1;1;1
3628;2-[1-(4-(2-Pyrimidyl)piperazine)]-naphthazarin;O=C1C=C(N2CCN(c3ncccn3)CC2)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;1;1
3629;1,4,6,9,10-pentahydroxy-8a-(4-hydroxy-6-methyl-3-oxo-1H-isobenzofuran-1-yl)-8,9,10,12a-tetrahydroindeno[1,2-a]anthracene-5,13-dione;Cc1cc(O)c2c(c1)C(C13Cc4cc(O)c5c(c4C1C=CC(O)C3O)C(=O)c1c(O)ccc(O)c1C5=O)OC2=O;rubellins;1;1;1
3630;4,6,9,10-tetrahydroxy-8a-(4-hydroxy-6-methyl-3-oxo-1H-isobenzofuran-1-yl)-8,9,10,12a-tetrahydroindeno[1,2-a]anthracene-5,13-dione;Cc1cc(O)c2c(c1)C(C13Cc4cc(O)c5c(c4C1C=CC(O)C3O)C(=O)c1cccc(O)c1C5=O)OC2=O;rubellins;1;1;1
3631;Aloe-emodin dimer;O=C1c2cccc(O)c2C(=O)c2c1cc(CO)c(-c1c(CO)cc3c(c1O)C(=O)c1c(O)cccc1C3=O)c2O;emodins;1;1;1
3632;N-Aminoactinomycin C3;CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2NN)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O;actinomycins;1;1;0
