SMILES,Mutagenicity
C=CC(C)=O,positive
CC1=CCC(=O)O1,positive
NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,undetermined
Cc1ccc([N+](=O)[O-])cc1N,undetermined
NC(CO)C(=O)O,
O=C(O)CO,undetermined
COc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3O)c(OC)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1O,positive
C1COCOC1,
Cc1cnc(C)cn1,positive
Clc1cc2ccccc2c2ccccc12,positive
c1ccc2c(c1)-c1c(ccc3ccccc13)[C@@H]1N[C@H]21,negative
C/C=C/c1ccc(OC)cc1,negative
O=[N+]([O-])c1c(O)cc2c3c(cccc13)-c1ccccc1-2,positive
O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,
CN(C)c1nc2c3cccnc3ccc2n1C,positive
CN(C)CCCN1c2ccccc2CCc2ccccc21,
Cn1cc2cccc([N+](=O)[O-])c2n1,negative
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,positive
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,negative
C=CC(=O)OCCCCCC(C)C,negative
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,negative
Cc1ccc2c(ccc3ccccc32)c1,positive
Nc1cc([N+](=O)[O-])ccc1CO,negative
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,undetermined
COc1ccc(CNCC(O)COc2ccc3nc(O)ccc3c2)cc1OC,negative
CCC(Cl)CC(Cl)CC(C)Cl,positive
O=C(O)c1cc(Br)cc2cccnc12,negative
CCCCCN(N=O)C(=N)N[N+](=O)[O-],negative
CN(C)CCCNc1c2ccccc2nc2c(N(C)C)ccc([N+](=O)[O-])c12,negative
CC1(OO)c2ccccc2-c2ccccc21,positive
Clc1nc2ccccc2nc1Cl,negative
OC1c2ccc3c(ccc4ccccc43)c2C2OC2C1O,negative
O=[N+]([O-])c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,positive
O=C(O)c1cc([N+](=O)[O-])ccc1[N+](=O)[O-],
CNc1snc2ccccc12,positive
O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,positive
O=[N+]([O-])c1ccc2c3c(ccc([N+](=O)[O-])c13)-c1ccccc1-2,negative
CCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,positive
CNC(=O)c1c(N(C)N=O)ncn1C,negative
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,positive
O=C(O)/C=C(/CC(=O)O)C(=O)O,
OC1C=Cc2cccnc2C1O,undetermined
OC1C=CC2OC2C1O,negative
CC12CCC(C(=O)C1=O)C2(C)C,negative
Oc1c2nc3ccccc3c-2nnn1/N=C/c1ccc(Cl)cc1,negative
CC12CCC3C(CCC4CC(OC(=O)/C=C/c5cccc(N(CCCl)CCCl)c5)CCC43C)C1CCC(=O)N2,negative
CC(=O)C(Cl)Cl,negative
C[C@@H](O)CN(C[C@@H](C)O)N=O,negative
O=C1Nc2ccc(S(=O)(=O)O)cc2C1=O,negative
CCCC(=O)OCc1cccc([N+](=O)[O-])c1,negative
CN(C)CCNC(=O)c1cccc2cc3ccccc3cc12,negative
CC1=C(Cl)C(=O)OC1O,
c1ccc2c(c1)[nH]c1cnccc12,undetermined
N[C@H](CS)C(=O)O,positive
O=[N+]([O-])c1cccc(CCl)c1,positive
CCN(CC)CCC[C@@H](C)Nc1cc(OC)cc2cccnc12,negative
CC(CC=O)c1ccc(C(C)(C)C)cc1,
O=Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,negative
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,positive
O=C/C(Br)=C/c1ccccc1,
COC(=O)CCCCC(=O)OC,negative
O=S(=O)(O)Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43,
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,undetermined
O=[N+]([O-])c1cc(-c2ccccc2)cc([N+](=O)[O-])c1O,
Oc1ccc2c(ccc3c4ccccc4ccc23)c1,negative
CC(C)(C)c1ccc(-c2ccc(N=O)cc2)cc1,positive
Cc1cc2ncccc2c2nc(N)n(C)c12,
Clc1cc(Cl)nc(Cl)n1,negative
Nc1c(N=Nc2ccc([N+](=O)[O-])cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,negative
CCOc1ccccc1[N+](=O)[O-],positive
c1ccc2c(c1)-c1cc3ccccc3cc1C1NC21,negative
C=C[C@H]1CO1,positive
S=C(NC1CCCCC1)NC1CCCCC1,positive
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,negative
CCC(=O)/N=c1\sn(C(=O)CC)c2ccc([N+](=O)[O-])cc12,negative
Nc1cc(S(=O)(=O)O)ccc1O,
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,negative
CCOc1ccc(C(C)(C)C)cc1NC(=O)C(=O)Nc1ccccc1CC,positive
C=NO,positive
Oc1c(Cl)cc(Cl)c2cccnc12,positive
Nc1nc(-c2ccccc2)c(CCO)c2ncnn12,positive
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,negative
CC1(C(Cl)Cl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,negative
Nc1ccc2ccc3ccccc3c2n1,positive
O=C1OC(=C(Cl)Cl)C(Cl)=C1Cl,negative
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1C3,negative
Cn1c(N)nc2ccc(C#N)cc21,positive
N#Cc1cc(Br)c(O)c(Br)c1,negative
CC(C)N(N)C(C)C,
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,positive
C=C1CC(=O)O1,positive
CC(=O)Nc1ccc(Oc2ccc(N(O)C(C)=O)cc2)cc1,negative
CCCC[C@@H](CC)COCCCN,positive
Cn1c([N+](=O)[O-])cnc1[C@H]1NC(CO)(CO)CO1,
CNc1ncn(C)c1C(=O)N(C)N=O,negative
C[Si](C)(C)O,negative
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O)c1,positive
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,negative
CCOc1ccc(N)cc1N,undetermined
O=[N+]([O-])c1cccc2c1c([N+](=O)[O-])cc1ccccc12,positive
C=C1C(=O)C23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,negative
Cn1c(N)nc2nc3ccncc3cc21,
c1ccc(-c2cccnc2)nc1,positive
CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,negative
COC(=O)c1ccc(CN(C)N=O)cc1,negative
CCOC(=O)N(N=O)C(CCC=O)c1cccnc1,positive
CN1C(=O)CCC1c1cccnc1,positive
Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,positive
O=C(O)CCC(=O)O,negative
Nc1cc(Cl)c(Cl)c(Cl)c1,positive
CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,positive
CN1CCN(C)CC1,positive
N/C(=N\O)c1cc(O)c(O)c(O)c1,positive
CNC,negative
Cc1c(Br)c(Br)c(Br)c(Br)c1Br,undetermined
O=[N+]([O-])c1ccc2c(c1)[C@H](O)c1ccccc1-2,negative
N=NCCCO,undetermined
CC=O,negative
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,negative
c1ccc2cc3c(cc4c5c(cccc53)C3OC43)cc2c1,positive
C#CCO,negative
O=[N+]([O-])c1cc2c3c(c1)CCc1cc([N+](=O)[O-])cc(c1-3)CC2,
O=NN(CCO)CCCCO,
O=[N+]([O-])c1ccc(/C=N/c2snc3ccccc23)o1,
[N-]=[N+]=NCC(CO)Cc1ccccc1,positive
Brc1ccc2c(c1)C=CC1CCCCC21,negative
Cc1cc(N)sn1,
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,positive
[N-]=[N+]=NCC(O)Cn1ccc(=O)[nH]c1=O,negative
O=NN(c1ccccc1)c1ccccc1,negative
S=C1SSC2=NCCN12,negative
COC(=O)[C@@H](c1ccccc1)[C@H]1CCCCN1,undetermined
Cc1ccc(CC2CO2)cc1,negative
O=C1CCCCCN1,positive
Cn1c(N)nc2c3cccnc3ccc21,positive
C[C@@H](O)CN(C)N=O,positive
O=[N+]([O-])c1ccc2c(O)cc3cccc4ccc1c2c43,negative
C1=COc2c(c3ccccc3c3cc4ccccc4cc23)C=C1,positive
O=C(O)C1Cc2c([nH]c3ccccc23)C(c2ccccc2)N1,negative
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)c(Cl)c2)cc1Cl,negative
Cl/C=C(/Cl)COCCCl,positive
O=Cc1cccc(-c2ccccc2)c1,negative
CC(O)Cc1cc(N)cc([N+](=O)[O-])c1N,positive
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,undetermined
COC(=O)CC(=O)OC,positive
Nc1cc(Cl)ccc1O,negative
Cc1cc2nc(N)sc2cc1C,
CC(C)(S)C(=O)NC(CS)C(=O)O,positive
c1ccc2c(c1)ccc1c2ccc2ccc3ccccc3c21,
O=S(=O)(Nc1ccc(Cl)c(Cl)c1)c1cccc2cccnc12,negative
Cc1nc2ccc3c(nc(N)n3C)c2nc1C,negative
Nc1ccccc1[N+](=O)[O-],
c1cc[nH]c1,positive
FC(F)(F)I,positive
Cc1nc2ccc(N)c(C)c2nc1C,negative
COC1=CC(=O)C(=O)C(C(C)(C)C)=C1,positive
Cc1c(N)cc([N+](=O)[O-])cc1N,positive
C[C@H]1C[C@H]2OC(=O)[C@H](C)[C@H]2C[C@@]2(C)[C@H](O)C[C@H](O)C[C@H]12,positive
Cc1nc(O)c(C#N)cc1-c1ccncc1,negative
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,negative
CC(=O)NNc1ccc(CO)cc1,
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,
CC(=O)OC1Cc2cc3cccc4ccc5ccc1c2c5c43,negative
Cc1cc(-c2ccc(N=Nc3c(N)c(C)cc(S(=O)(=O)O)c3N)c(C)c2)ccc1N=Nc1ccc(O)c(C(=O)O)c1,negative
NNc1ccc([N+](=O)[O-])cc1,negative
CC[C@@H](C)[C@H](C)CO,positive
[O-][n+]1cc2cccnc2cn1,negative
Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1Cl,negative
[O-][n+]1cccc2c1C=CC1OC21,positive
Cl/C=C\Cl,undetermined
CC(=O)Nc1cccc(O)c1,positive
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,positive
Oc1ccc(/C=N/c2snc3ccccc23)cc1,negative
CC(=O)c1ccc(N=O)cc1,negative
CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,positive
CC(C)(OO)c1ccccc1,negative
Nc1ccc(N)c2c1C(=O)c1cccc([N+](=O)[O-])c1C2=O,negative
O=C(O)CN(CC(=O)O)CC(=O)O,negative
COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,negative
C[C@H](CCc1ccccc1)c1ccccc1,positive
Cc1cc2nc3ccc(C)c(N)c3nc2cc1N,negative
CS(C)=O,positive
CNC(=O)c1ccccc1,undetermined
O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,negative
COCCOC,positive
Oc1cccc2c1ccc1[nH]c3ccc4ccccc4c3c12,
COP(=O)(O)O,positive
CCCCOC(C)=O,negative
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,negative
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)CCCC4,
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,negative
COc1ccc(CCl)cc1,
O=C(C(Cl)Cl)C(Cl)Cl,positive
O=C1Cc2cc3cc([N+](=O)[O-])ccc3cc2C(O)C1O,positive
CC[C@H]1CO1,positive
Cc1nc2c(C)c(C)c3c(nc(N)n3C)c2nc1C,
C=CN=Nc1ccccc1,negative
CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,positive
CCOC(=O)c1cc2cc3c4c(c2oc1=O)CCCN4CCC3,
O=C(/C=C/c1ccc(O)cc1)c1ccccc1,positive
O=C(O)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,negative
Oc1ccc(O)c(O)c1,positive
CNC=O,negative
Fc1cccc2c1ccc1cccnc12,positive
Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1O,positive
O=c1oc2c([N+](=O)[O-])ccc3ccc4cccc1c4c32,
CC(NCc1ccccc1)C(=O)NCc1ccccc1,
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,negative
Cc1ccc([N+](=O)[O-])cc1C,positive
Cc1ccc2c(c1O)NC(O)C1CC(/C=C/C(N)=O)=CN1C2=O,positive
COC(O)=C1C(C)=NC(C)=C(C(=O)OCC(C)=O)[C@@H]1c1ccccc1[N+](=O)[O-],positive
CS(=O)(=O)Nc1ccc(Nc2c3ccc(N=[N+]=[N-])cc3nc3cc(N=[N+]=[N-])ccc23)cc1,negative
O=Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],positive
Oc1ccc2c(c1)c1ccccc1c1cc3ccccc3cc21,positive
c1ccc2c(c1)-c1cc3ccccc3c3cc4c(c-2c13)CCCC4,negative
N/C(=N\OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1,positive
CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,negative
O=Nc1c2ccccc2c2ccc3cccc4ccc1c2c43,positive
O=C(O)c1cc(Cl)ccc1Cl,positive
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,
O=[N+]([O-])c1cccc2c1-c1cccc3cccc-2c13,positive
CC(=O)Oc1ccc(CCl)cc1,positive
Oc1[nH]cnc2nncc1-2,positive
Nc1ccccc1O,negative
O=NN1CCSCC1,positive
C=CC1(C)CO1,
CNC1Cc2cccc3cccc(c23)C1,positive
C[n+]1c2ccccc2cc2cc(N)ccc21,positive
Oc1cc2ccccc2c2ccc3ccccc3c12,negative
C=CCn1cc2c3c(cccc31)[C@@H]1C=C(CO)CN(C)[C@@H]1C2,negative
Nc1ncnc2c1ncn2Cc1ccccc1,positive
Nc1ccc(Cc2ccc(N)c(Cc3ccc(N)cc3)c2)cc1,negative
CC(C)CON=O,negative
Cc1ccc(C(O)(P(=O)(O)O)P(=O)(O)O)cc1N(CCCl)CCCl,negative
CCOC(/C=C(/C)CCC=C(C)C)OCC,negative
CCCc1ccc2c(c1)OCO2,positive
CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,
CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,negative
Nc1ccc(N)c2ccccc12,
Cl/C=C(\Cl)C(Cl)Cl,negative
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,negative
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,negative
Cc1cc(O)c2c(c1)C(=O)c1c(O)c(O)cc(O)c1C2=O,undetermined
Oc1cccc(O)c1,
CC(=O)OCc1c2ccccc2cc2c1ccc1ccccc12,positive
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,positive
C=C(C)c1ccc(C)c2ccc(C=O)c-2c1,negative
COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1,positive
CC(=O)C1=CCC2C3=CCC4=CC(O)C(O)CC4(C)C3CC(O)C12C,positive
O=C(O)c1c(Cl)cccc1Cl,
CC(C)(C)NC(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,negative
CC(=O)Nc1ccc(C(=O)O)cc1,negative
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],positive
O=[N+]([O-])/C=C/c1ccco1,positive
COC1=CC(=O)C=CC1=O,positive
O=C(OC[C@H]1CO1)c1ccc([N+](=O)[O-])cc1,negative
CC(=O)ON(C)c1ccc(N=Nc2ccccc2)cc1,negative
C/C=C/c1ccc(OC)cc1OC,negative
O=C1OCC(CBr)=C1Cl,positive
Cc1cccc2ccc([N+](=O)[O-])cc12,negative
O=[P@]1(N(CCCl)CCCl)N[C@H](O)CCO1,undetermined
N#CC1(O)CCCCC1,negative
O=C(NO)c1ccc(O)c(O)c1,negative
CC(C)CC1NC(=O)CNC1=O,negative
C(=C/c1ccccc1)\c1ccccc1,negative
Cc1c([N+](=O)[O-])cc(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],negative
Nc1nc(-c2ccc([N+](=O)[O-])cc2)nc2c1ncn2-c1ccc([N+](=O)[O-])cc1,negative
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,negative
C[C@@H](O)COC(C)(C)C,undetermined
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H]2C)c(N)c1=O,negative
O=NN1CCCCCCC1,positive
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,negative
O=C1NC(=O)C(O)(O)C(=O)N1,undetermined
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,positive
CC[C@@H](CO)[N+](=O)[O-],
O=C(O)CCCc1ccc(NCCCl)cc1,positive
Cc1ccc(Cl)cc1,positive
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,negative
Fc1cc2cccnc2c2ncccc12,
Cc1cc(C)c2nsnc2c1N,positive
ONc1cccc(-c2ccccc2)c1,negative
Nc1ccc2ccccc2c1S(=O)(=O)O,undetermined
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,negative
O=C(O)CCCc1c[nH]c2ccccc12,positive
C1=Cc2c(ccc3nc4ccc5ccccc5c4cc23)CC1,negative
O=[N+]([O-])c1ccc2ccc3cccc4c(O)cc1c2c34,positive
Oc1c(Cl)cc(Cl)cc1Cl,positive
Cc1ccco1,positive
C=CCNCC=C,negative
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,negative
O=C(O)c1ccc(NC2OCC(O)C(O)C2O)cc1,
CC(=O)C1(C)OC12C(=O)C=Cc1ccccc12,positive
CCc1c2ccccc2c(CC)c2c1ccc1ccccc12,negative
CC(=O)c1ccc[nH]1,positive
COc1cc(N)c(OC)cc1N,undetermined
c1ccc2c(c1)Oc1ccccc1S2,positive
O=[N+]([O-])c1ccc2c(c1)-c1nc3ccccc3c3c1c-2nc1ccccc13,positive
COc1cc2c(c(O)c1O)C(=O)c1c(O)cc(C)cc1C2=O,negative
C=Cc1cccnc1,positive
CC1(C)S[C@@H]2[C@@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,negative
Nc1ccc2ccc3cccc4ccc1c2c34,undetermined
CCCCCC[C@H](O)C/C=C\CCCCCCCC(=O)O,positive
O=NSCCO,undetermined
O=NN1CCNC1=O,positive
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,negative
C/C=C/Cl,negative
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,negative
O=[N+]([O-])c1ccc(OC[C@H]2CO2)cc1,negative
c1ccc2c(c1)ccc1c3ccccc3sc21,negative
O=[N+]([O-])c1ccc(Nc2ccccc2O)c([N+](=O)[O-])c1,positive
c1cc2ccc3ccc([C@@H]4CO4)c4ccc(c1)c2c34,positive
CC(C)[N+](=O)[O-],negative
O=P(O)(O)OCC(O)CO,negative
O=C(OCC1OC(OC(=O)c2cc(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,negative
CCN(CC)N=O,positive
CC(=O)c1ccc([N+](=O)[O-])cc1,positive
COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(N)=O,undetermined
COC12OOC1(C)Oc1ccccc12,negative
COc1cc2c(CCNC(C)=O)c[nH]c2cc1O,positive
C[Si](C)(C)CN(N=O)C(N)=O,
ClC(CBr)CBr,undetermined
Cc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,negative
CC(C)OC(=O)C[C@@](O)(CC(=O)O)C(=O)O,negative
O=C1C(O)=C(O)O[C@@H]1[C@@H](O)CO,negative
O[C@H]1C=C2c3ccc4ccccc4c3-c3cccc(c32)[C@@H]1O,negative
CN(C)CNc1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1,negative
O=C1CCO1,negative
NC(=O)c1ccccc1O,negative
CC1CCN(N=O)CC1,positive
C[Si](C)(CCCOCC1CO1)c1ccc([Si](C)(C)CCCOCC2CO2)cc1,positive
CC(C)(C)OC[C@H]1CO1,negative
O=C(Cl)c1ccc(Cl)cc1Cl,
Cc1ccc(O)c(C)c1,positive
CC(=O)ON(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,positive
NCCCCCCCCCCC(=O)O,
NCCCl,negative
[O-][n+]1cccc2cccc(O)c21,negative
CCCCc1ccc(/N=C\c2ccc(OC)cc2)cc1,negative
Cn1cnc2c1c(=O)[nH]c(=O)n2C,negative
CC(O)CC(=O)Nc1ccc(O)cc1,positive
O=C(O)c1ccc([N+](=O)[O-])cc1,negative
CC1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,undetermined
O=C1CCCCC1=O,positive
CCC/C=C/C=O,positive
O=[N+]([O-])c1cccc(NS(=O)(=O)c2cccc3cccnc23)c1,negative
O=C(O)C(Cl)CCl,negative
C=CC=O,negative
O=C(Nc1ccccc1Br)c1csc([N+](=O)[O-])c1,positive
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(O)=C(O)C1=O,positive
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,positive
O=C1OCCN1P(=O)(Cl)N1CCOC1=O,positive
O=C1OCC(Cl)=C1Cl,positive
O=[N+]([O-])c1ccc2c(c1)Oc1cc(Cl)c(Cl)cc1O2,positive
NC(CSC(F)(F)C(F)(F)C(F)F)C(=O)O,negative
COP(=O)(OC)O/C(C)=C\C(=O)O[C@@H](C)c1ccccc1,positive
COC(=O)c1ccco1,negative
OCc1ccc(O)cc1,positive
CCCC[C@@H](CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,negative
c1ccc(-c2cccc(-c3ccccn3)n2)nc1,positive
Nc1ccc(/C=C/c2cccc(Cl)c2)cc1,positive
CS(=O)(=O)c1ccc(Cl)cc1,positive
CN(C)C(=O)Oc1ccc[n+](C)c1,negative
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,negative
c1ccc2c(c1)ncc1cnc3ccccc3c12,negative
C=CC#N,negative
COC(=O)Nc1nc2cc(O)ccc2[nH]1,undetermined
OC[C@H]1O[C@@H](n2cnc3c(NO)ncnc32)[C@H](O)[C@@H]1O,negative
CCN(CC)c1ccc(N=Nc2ccccc2)cc1,positive
CCOCCOC(=O)/C=C\c1ccc(OC)cc1,negative
Nc1nc2ccccc2[nH]1,negative
N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,negative
CC(C)(C)OC(=O)CN=[N+]=[N-],negative
O=[N+]([O-])c1ccc2nc3ccccc3nc2c1,positive
Nc1cccc([N+](=O)[O-])c1N,negative
CCN(C(C)=O)c1ccc2c(c1)Cc1ccccc1-2,negative
C[C@H](I)[C@@H]1OC[C@@H](CO)O1,negative
Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccccc12,negative
O=C1c2c(O)ccc3c2C(c2ccc(O)c4c2C3C2OC2C4=O)C2OC12,negative
C=C(C)C(=O)OCCCCCC,negative
CS(=O)(=O)OCCc1ccc(OCc2ccccc2)cc1,positive
CC1(C)CCCC2(C)C(C=O)C(C=O)=CCC12,negative
Nc1ccc(Br)cc1,negative
O=C(O)c1cc(N=Nc2ccc([N+](=O)[O-])cc2)ccc1O,positive
Cc1ccc2nc3c(c(C)c2c1)C(O)C(O)c1ccccc1-3,positive
Nc1cc2c3ccccc3ccc2c2ccccc12,negative
CCCCON(OC(C)=O)C(=O)c1ccc([N+](=O)[O-])cc1,positive
NC(CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(=O)O,positive
Cc1ccccn1,positive
O=S(=O)(Nc1ccc(Cl)cc1Cl)c1cccc2cccnc12,negative
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,negative
Cn1c(N)nc2ncc(-c3ccccc3)cc21,positive
Cc1ccc2cc3ccc4ccccc4c3nc2c1,positive
CNCCCC(=O)O,negative
O=C/C=C\c1ccccc1,
ClC(Cl)(Cl)Cl,
OC/C=C/c1ccccc1,
O=C1CCCO1,
Cc1ccc2ccc3ccccc3c2c1C,positive
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,
COc1nc(=O)n(CC(O)CN=[N+]=[N-])cc1C,negative
CN[N+](=O)[O-],undetermined
CC(C)=CCC1CCCC1=O,positive
Fc1ccc2ncccc2c1F,negative
Nc1cc(C(=O)O)c(O)c(S(=O)(=O)O)c1,positive
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,negative
Cc1c(C)c2c(N)c3ccccc3nc2c2ccccc12,positive
CC(=O)OC1CC2C3(C)CCCC(C)(C)C3CCC2(C)C2CC=C(C=O)C(C=O)C12C,
ClCCSCc1ccccc1,negative
Cc1cc(C)cc(NO)c1,
Nc1cccc2ncc(F)cc12,positive
CCN(CCCl)c1ccc(CCCNc2c3ccccc3nc3ccccc23)cc1,negative
C1COCCN1,positive
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1,positive
O=Nc1cc2c3ccccc3ccc2c2ccccc12,undetermined
S=C=Nc1cccc2ccccc12,positive
CNC(=O)Oc1cc2ccccc2c2ccccc12,positive
Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,positive
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,positive
O=c1c(Cl)c(Cl)cnn1S(=O)(=O)c1ccc(Cl)cc1Cl,positive
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,negative
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,positive
CC(=O)OC1C(OC23C=C(C)C4(CC4)C(C)(O)C2C(=O)C(C)(C)C3)OC(CO)C(OC(=O)/C=C/c2ccc(O)cc2)C1O,positive
C=C(C)C(=O)/C(=C/C(=O)O)OC,positive
